Timestamp,Elapsed,Cathode_V,Cathode_I,Anode_V,Anode_I,Grid_V,Grid_I
16:21:48,55.12,7.0,0.0,11.0,0.0,9.0,0.0
16:21:49,55.83,5.0,0.0,9.0,0.0,8.0,0.0
16:21:50,56.53,5.0,0.0,8.0,0.0,7.0,0.0
16:21:50,57.21,4.0,0.0,8.0,0.0,7.0,0.0
16:21:51,57.9,4.0,0.0,7.0,0.0,6.0,0.0
16:21:52,58.59,3.0,0.0,7.0,0.0,6.0,0.0
16:21:52,59.27,3.0,0.0,6.0,0.0,5.0,0.0
16:21:53,59.96,3.0,0.0,6.0,0.0,5.0,0.0
16:21:54,60.65,2.0,0.0,5.0,0.0,4.0,0.0
16:21:55,61.33,2.0,0.0,5.0,0.0,4.0,0.0
16:21:55,62.01,2.0,0.0,4.0,0.0,4.0,0.0
16:21:56,62.71,1.0,0.0,4.0,0.0,3.0,0.0
16:21:57,63.41,1.0,0.0,4.0,0.0,3.0,0.0
16:21:57,64.11,1.0,0.0,3.0,0.0,3.0,0.0
16:21:58,64.82,1.0,0.0,3.0,0.0,2.0,0.0
16:21:59,65.5,0.0,0.0,3.0,0.0,2.0,0.0
16:21:59,66.19,0.0,0.0,3.0,0.0,2.0,0.0
16:22:00,66.88,0.0,0.0,2.0,0.0,1.0,0.0
16:22:01,67.57,0.0,0.0,2.0,0.0,1.0,0.0
16:22:01,68.25,0.0,0.0,2.0,0.0,1.0,0.0
16:22:02,68.94,0.0,0.0,2.0,0.0,1.0,0.0
16:22:03,69.62,0.0,0.0,2.0,0.0,1.0,0.0
16:22:03,70.31,0.0,0.0,2.0,0.0,1.0,0.0
16:22:04,71.01,0.0,0.0,2.0,0.0,1.0,0.0
16:22:05,71.69,0.0,0.0,2.0,0.0,0.0,0.0
16:22:06,72.39,0.0,0.0,1.0,0.0,0.0,0.0
16:22:06,73.07,0.0,0.0,1.0,0.0,0.0,0.0
16:22:07,73.76,0.0,0.0,1.0,0.0,0.0,0.0
16:22:08,74.45,0.0,0.0,2.0,0.0,0.0,0.0
16:22:08,75.14,0.0,0.0,2.0,0.0,0.0,0.0
16:22:09,75.83,0.0,0.0,2.0,0.0,1.0,0.0
16:22:10,76.52,0.0,0.0,2.0,0.0,1.0,0.0
16:22:10,77.21,0.0,0.0,2.0,0.0,1.0,0.0
16:22:11,77.9,0.0,0.0,2.0,0.0,1.0,0.0
16:22:12,78.58,0.0,0.0,2.0,0.0,1.0,0.0
16:22:12,79.27,0.0,0.0,2.0,0.0,1.0,0.0
16:22:13,79.97,0.0,0.0,2.0,0.0,1.0,0.0
16:22:14,80.67,0.0,0.0,2.0,0.0,1.0,0.0
16:22:15,81.37,0.0,0.0,2.0,0.0,1.0,0.0
16:22:15,82.06,0.0,0.0,2.0,0.0,1.0,0.0
16:22:16,82.76,0.0,0.0,2.0,0.0,1.0,0.0
16:22:17,83.45,0.0,0.0,2.0,0.0,1.0,0.0
16:22:17,84.14,0.0,0.0,2.0,0.0,1.0,0.0
16:22:18,84.83,0.0,0.0,2.0,0.0,1.0,0.0
16:22:19,85.52,0.0,0.0,2.0,0.0,1.0,0.0
16:22:19,86.21,0.0,0.0,2.0,0.0,1.0,0.0
16:22:20,86.9,0.0,0.0,2.0,0.0,1.0,0.0
16:22:21,87.64,0.0,0.0,2.0,0.0,1.0,0.0
16:22:22,88.33,0.0,0.0,2.0,0.0,1.0,0.0
16:22:22,89.03,0.0,0.0,2.0,0.0,1.0,0.0
16:22:22,89.26,0.0,0.0,2.0,0.0,1.0,0.0
16:22:23,89.97,0.0,0.0,2.0,0.0,1.0,0.0
16:22:24,90.67,2.0,0.0,3.0,0.0,2.0,0.0
16:22:25,91.37,7.0,0.0,9.0,0.0,8.0,0.0
16:22:25,92.1,19.0,0.0,20.0,0.0,17.0,0.0
16:22:26,92.79,26.0,0.0,27.0,0.0,26.0,0.0
16:22:27,93.49,32.0,0.0,34.0,0.0,32.0,0.0
16:22:27,94.19,38.0,0.0,39.0,0.0,38.0,0.0
16:22:28,94.91,45.0,0.0,46.0,0.0,44.0,0.0
16:22:29,95.6,49.0,0.0,51.0,0.0,50.0,0.0
16:22:30,96.33,50.0,0.0,52.0,0.0,51.0,0.0
16:22:30,97.03,50.0,0.0,52.0,0.0,51.0,0.0
16:22:31,97.74,50.0,0.0,52.0,0.0,51.0,0.0
16:22:32,98.43,50.0,0.0,52.0,0.0,51.0,0.0
16:22:32,99.12,50.0,0.0,52.0,0.0,51.0,0.0
16:22:33,99.84,50.0,0.0,52.0,0.0,51.0,0.0
16:22:34,100.54,50.0,0.0,52.0,0.0,51.0,0.0
16:22:34,101.22,50.0,0.0,52.0,0.0,51.0,0.0
16:22:35,101.91,50.0,0.0,52.0,0.0,51.0,0.0
16:22:36,102.61,50.0,0.0,52.0,0.0,51.0,0.0
16:22:36,103.31,50.0,0.0,52.0,0.0,51.0,0.0
16:22:37,103.99,50.0,0.0,52.0,0.0,51.0,0.0
16:22:38,104.68,50.0,0.0,52.0,0.0,51.0,0.0
16:22:39,105.39,50.0,0.0,52.0,0.0,51.0,0.0
16:22:39,106.08,50.0,0.0,52.0,0.0,51.0,0.0
16:22:40,106.77,51.0,0.0,52.0,0.0,51.0,0.0
16:22:41,107.46,51.0,0.0,52.0,0.0,51.0,0.0
16:22:41,108.17,51.0,0.0,52.0,0.0,51.0,0.0
16:22:42,108.9,51.0,0.0,52.0,0.0,51.0,0.0
16:22:43,109.62,51.0,0.0,52.0,0.0,51.0,0.0
16:22:44,110.33,51.0,0.0,52.0,0.0,51.0,0.0
16:22:44,111.02,51.0,0.0,52.0,0.0,51.0,0.0
16:22:45,111.72,51.0,0.0,52.0,0.0,51.0,0.0
16:22:46,112.42,51.0,0.0,52.0,0.0,51.0,0.0
16:22:46,112.91,51.0,0.0,52.0,0.0,51.0,0.0
16:22:47,113.6,51.0,0.0,52.0,0.0,51.0,0.0
16:22:47,114.28,49.0,0.0,51.0,0.0,50.0,0.0
16:22:48,114.98,44.0,0.0,45.0,0.0,45.0,0.0
16:22:49,115.7,38.0,0.0,39.0,0.0,38.0,0.0
16:22:50,116.41,31.0,0.0,33.0,0.0,32.0,0.0
16:22:50,117.1,25.0,0.0,27.0,0.0,26.0,0.0
16:22:51,117.82,20.0,0.0,23.0,0.0,21.0,0.0
16:22:52,118.5,16.0,0.0,19.0,0.0,18.0,0.0
16:22:52,119.2,13.0,0.0,15.0,0.0,15.0,0.0
16:22:53,119.9,10.0,0.0,13.0,0.0,12.0,0.0
16:22:54,120.6,6.0,0.0,8.0,0.0,8.0,0.0
16:22:54,121.3,4.0,0.0,7.0,0.0,6.0,0.0
16:22:55,122.0,3.0,0.0,6.0,0.0,5.0,0.0
16:22:56,122.69,2.0,0.0,4.0,0.0,4.0,0.0
16:22:57,123.39,1.0,0.0,3.0,0.0,3.0,0.0
16:22:57,124.09,1.0,0.0,3.0,0.0,2.0,0.0
16:22:58,124.79,0.0,0.0,2.0,0.0,1.0,0.0
16:22:59,125.5,0.0,0.0,2.0,0.0,1.0,0.0
16:22:59,126.2,0.0,0.0,1.0,0.0,0.0,0.0
16:23:00,126.92,0.0,0.0,1.0,0.0,0.0,0.0
16:23:01,127.62,0.0,0.0,1.0,0.0,0.0,0.0
16:23:01,128.31,0.0,0.0,1.0,0.0,0.0,0.0
16:23:02,129.0,0.0,0.0,0.0,0.0,0.0,0.0
16:23:03,129.7,0.0,0.0,1.0,0.0,0.0,0.0
16:23:04,130.41,0.0,0.0,2.0,0.0,0.0,0.0
16:23:04,131.11,0.0,0.0,2.0,0.0,1.0,0.0
16:23:05,131.82,0.0,0.0,2.0,0.0,1.0,0.0
16:23:06,132.53,0.0,0.0,2.0,0.0,1.0,0.0
16:23:06,133.23,0.0,0.0,2.0,0.0,1.0,0.0
16:23:07,133.93,0.0,0.0,2.0,0.0,1.0,0.0
16:23:08,134.64,0.0,0.0,2.0,0.0,1.0,0.0
16:23:09,135.35,0.0,0.0,2.0,0.0,1.0,0.0
16:23:09,136.04,0.0,0.0,2.0,0.0,1.0,0.0
16:23:10,136.75,0.0,0.0,2.0,0.0,1.0,0.0
16:23:11,137.45,0.0,0.0,2.0,0.0,1.0,0.0
16:23:11,138.14,0.0,0.0,2.0,0.0,1.0,0.0
16:23:12,138.86,0.0,0.0,2.0,0.0,1.0,0.0
16:23:13,139.54,0.0,0.0,2.0,0.0,1.0,0.0
16:23:13,140.23,0.0,0.0,2.0,0.0,1.0,0.0
16:23:14,140.93,0.0,0.0,2.0,0.0,1.0,0.0
16:23:15,141.64,0.0,0.0,2.0,0.0,1.0,0.0
16:23:16,142.35,0.0,0.0,2.0,0.0,1.0,0.0
16:23:16,143.07,0.0,0.0,2.0,0.0,1.0,0.0
16:23:17,143.76,0.0,0.0,2.0,0.0,1.0,0.0
16:23:18,144.47,0.0,0.0,2.0,0.0,1.0,0.0
16:23:18,145.17,0.0,0.0,2.0,0.0,1.0,0.0
16:23:19,145.87,0.0,0.0,2.0,0.0,1.0,0.0
16:23:20,146.59,0.0,0.0,2.0,0.0,1.0,0.0
16:23:20,147.33,0.0,0.0,2.0,0.0,1.0,0.0
16:23:21,148.05,0.0,0.0,2.0,0.0,1.0,0.0
16:23:22,148.79,0.0,0.0,2.0,0.0,1.0,0.0
16:23:23,149.53,0.0,0.0,2.0,0.0,1.0,0.0
16:23:23,150.26,0.0,0.0,2.0,0.0,1.0,0.0
16:23:24,150.99,0.0,0.0,2.0,0.0,1.0,0.0
16:23:25,151.7,0.0,0.0,2.0,0.0,1.0,0.0
16:23:26,152.4,0.0,0.0,2.0,0.0,1.0,0.0
16:23:26,153.12,0.0,0.0,2.0,0.0,1.0,0.0
16:23:27,153.83,0.0,0.0,2.0,0.0,1.0,0.0
16:23:28,154.53,0.0,0.0,2.0,0.0,1.0,0.0
16:23:28,155.22,0.0,0.0,2.0,0.0,1.0,0.0
16:23:29,155.96,0.0,0.0,2.0,0.0,1.0,0.0
16:23:30,156.67,0.0,0.0,2.0,0.0,1.0,0.0
16:23:31,157.37,0.0,0.0,2.0,0.0,1.0,0.0
16:23:31,158.06,0.0,0.0,2.0,0.0,1.0,0.0
16:23:32,158.76,0.0,0.0,2.0,0.0,1.0,0.0
16:23:33,159.47,0.0,0.0,2.0,0.0,1.0,0.0
16:23:33,160.17,0.0,0.0,2.0,0.0,1.0,0.0
16:23:34,160.93,0.0,0.0,2.0,0.0,1.0,0.0
16:23:35,161.66,0.0,0.0,2.0,0.0,1.0,0.0
16:23:36,162.38,0.0,0.0,2.0,0.0,1.0,0.0
16:23:36,163.11,0.0,0.0,2.0,0.0,1.0,0.0
16:23:37,163.82,0.0,0.0,2.0,0.0,1.0,0.0
16:23:38,164.53,0.0,0.0,2.0,0.0,1.0,0.0
16:23:38,165.21,0.0,0.0,2.0,0.0,1.0,0.0
16:23:39,165.93,0.0,0.0,2.0,0.0,1.0,0.0
16:23:40,166.67,0.0,0.0,2.0,0.0,1.0,0.0
16:23:41,167.39,0.0,0.0,2.0,0.0,1.0,0.0
16:23:41,168.12,0.0,0.0,2.0,0.0,1.0,0.0
16:23:42,168.84,0.0,0.0,2.0,0.0,1.0,0.0
16:23:43,169.55,0.0,0.0,2.0,0.0,1.0,0.0
16:23:43,170.26,0.0,0.0,2.0,0.0,1.0,0.0
16:23:44,170.95,0.0,0.0,2.0,0.0,1.0,0.0
16:23:45,171.67,0.0,0.0,2.0,0.0,1.0,0.0
16:23:46,172.37,0.0,0.0,2.0,0.0,1.0,0.0
16:23:46,173.07,0.0,0.0,2.0,0.0,1.0,0.0
16:23:47,173.75,0.0,0.0,2.0,0.0,1.0,0.0
16:23:48,174.45,0.0,0.0,2.0,0.0,1.0,0.0
16:23:48,175.14,0.0,0.0,2.0,0.0,1.0,0.0
16:23:49,175.83,0.0,0.0,2.0,0.0,1.0,0.0
16:23:50,176.55,0.0,0.0,2.0,0.0,1.0,0.0
16:23:50,177.25,0.0,0.0,2.0,0.0,1.0,0.0
16:23:51,177.97,0.0,0.0,2.0,0.0,1.0,0.0
16:23:52,178.7,0.0,0.0,2.0,0.0,1.0,0.0
16:23:53,179.4,0.0,0.0,2.0,0.0,1.0,0.0
16:23:53,180.1,0.0,0.0,2.0,0.0,1.0,0.0
16:23:54,180.81,0.0,0.0,2.0,0.0,1.0,0.0
16:23:55,181.52,0.0,0.0,2.0,0.0,1.0,0.0
16:23:55,182.22,0.0,0.0,2.0,0.0,1.0,0.0
16:23:56,182.93,0.0,0.0,2.0,0.0,1.0,0.0
16:23:57,183.63,0.0,0.0,2.0,0.0,1.0,0.0
16:23:58,184.34,0.0,0.0,2.0,0.0,1.0,0.0
16:23:58,185.08,0.0,0.0,2.0,0.0,1.0,0.0
16:23:59,185.83,0.0,0.0,2.0,0.0,1.0,0.0
16:24:00,186.56,0.0,0.0,2.0,0.0,1.0,0.0
16:24:00,187.26,0.0,0.0,2.0,0.0,1.0,0.0
16:24:01,187.97,0.0,0.0,2.0,0.0,1.0,0.0
16:24:02,188.67,0.0,0.0,2.0,0.0,1.0,0.0
16:24:03,189.39,0.0,0.0,2.0,0.0,1.0,0.0
16:24:03,190.12,0.0,0.0,2.0,0.0,1.0,0.0
16:24:04,190.82,0.0,0.0,2.0,0.0,1.0,0.0
16:24:05,191.52,0.0,0.0,2.0,0.0,1.0,0.0
16:24:05,192.25,0.0,0.0,2.0,0.0,1.0,0.0
16:24:06,192.96,0.0,0.0,2.0,0.0,1.0,0.0
16:24:07,193.68,0.0,0.0,2.0,0.0,1.0,0.0
16:24:08,194.38,0.0,0.0,2.0,0.0,1.0,0.0
16:24:08,195.07,0.0,0.0,2.0,0.0,1.0,0.0
16:24:09,195.78,0.0,0.0,2.0,0.0,1.0,0.0
16:24:10,196.47,0.0,0.0,2.0,0.0,1.0,0.0
16:24:10,197.16,0.0,0.0,2.0,0.0,1.0,0.0
16:24:11,197.87,0.0,0.0,2.0,0.0,1.0,0.0
16:24:52,238.75,0.0,0.0,1.0,0.0,0.0,0.0
16:24:53,239.44,0.0,0.0,1.0,0.0,0.0,0.0
16:24:53,240.13,0.0,0.0,1.0,0.0,0.0,0.0
16:24:54,240.83,0.0,0.0,1.0,0.0,0.0,0.0
16:24:55,241.53,0.0,0.0,1.0,0.0,0.0,0.0
16:24:55,242.21,0.0,0.0,1.0,0.0,0.0,0.0
16:24:56,242.91,0.0,0.0,1.0,0.0,0.0,0.0
16:24:57,243.61,0.0,0.0,1.0,0.0,0.0,0.0
16:24:57,244.3,0.0,0.0,1.0,0.0,0.0,0.0
16:24:58,244.99,0.0,0.0,1.0,0.0,0.0,0.0
16:24:59,245.69,0.0,0.0,1.0,0.0,0.0,0.0
16:25:00,246.39,0.0,0.0,1.0,0.0,0.0,0.0
16:25:00,247.09,0.0,0.0,1.0,0.0,0.0,0.0
16:25:01,247.8,0.0,0.0,1.0,0.0,0.0,0.0
16:25:02,248.51,0.0,0.0,2.0,0.0,1.0,0.0
16:25:02,249.21,0.0,0.0,2.0,0.0,1.0,0.0
16:25:03,249.91,0.0,0.0,2.0,0.0,1.0,0.0
16:25:04,250.63,0.0,0.0,2.0,0.0,1.0,0.0
16:25:05,251.33,0.0,0.0,2.0,0.0,1.0,0.0
16:25:05,252.03,0.0,0.0,2.0,0.0,1.0,0.0
16:25:06,252.72,0.0,0.0,2.0,0.0,1.0,0.0
16:25:07,253.42,0.0,0.0,2.0,0.0,1.0,0.0
16:25:07,254.12,0.0,0.0,2.0,0.0,1.0,0.0
16:31:34,640.45,0.0,0.0,0.0,0.0,0.0,0.0
